17;Автобус;5:40;23:00;10
18;Автобус;5:40;23:00;15
29;Автобус;5:40;0:30;20
59;Автобус;6:00;23:30;20
85;Автобус;6:00;23:00;10
94;Автобус;5:30;0:00;25
98;Автобус;5:30;1:00;30
3;Тролейбус;5:10;23:00;15
8;Тролейбус;5:10;23:00;25
14;Тролейбус;5:20;0:00;25
1;Маршрутне таксі;5:30;22:00;30
2;Маршрутне таксі;5:30;22:00;20
7;Маршрутне таксі;6:30;22:00;20
9;Маршрутне таксі;6:00;21:00;15
31;Маршрутне таксі;6:00;19:30;15
33;Маршрутне таксі;6:00;22:00;30
37;Маршрутне таксі;6:00;21:00;25
40;Маршрутне таксі;5:30;21:00;5
40A;Маршрутне таксі;6:00;20:00;25
42;Маршрутне таксі;5:30;22:00;15
44;Маршрутне таксі;6:00;21:00;15
46;Маршрутне таксі;5:30;21:00;10
55;Маршрутне таксі;6:00;21:00;30
61;Маршрутне таксі;5:30;21:00;5
62;Маршрутне таксі;5:30;22:00;15
63;Маршрутне таксі;6:00;20:00;60
63A;Маршрутне таксі;5:30;22:00;15
67;Маршрутне таксі;5:30;22:00;15
74;Маршрутне таксі;5:30;22:00;15
75;Маршрутне таксі;5:30;21:00;15
76;Маршрутне таксі;5:30;21:00;30
80;Маршрутне таксі;5:30;21:00;5
81;Маршрутне таксі;5:30;21:00;10
84;Маршрутне таксі;5:30;21:00;10
88;Маршрутне таксі;5:30;21:00;10
99;Маршрутне таксі;5:30;22:00;15
