17;Автобус;5:40;23:00;10
18;Автобус;5:40;23:00;15
72;Автобус;5:10;23:00;10
1;Тролейбус;5:10;23:00;50
3;Тролейбус;5:10;23:00;15
8;Тролейбус;5:10;23:00;25
11;Тролейбус;5:10;23:00;30
17;Тролейбус;5:10;23:00;40
19;Маршрутне таксі;5:30;21:00;10
21;Маршрутне таксі;5:30;21:00;20
40;Маршрутне таксі;5:30;21:00;5
40А;Маршрутне таксі;5:30;21:00;15
45;Маршрутне таксі;5:30;21:00;45
46;Маршрутне таксі;5:30;21:00;10
61;Маршрутне таксі;5:30;21:00;5
63;Маршрутне таксі;5:30;21:00;40
64;Маршрутне таксі;5:30;21:00;10
67;Маршрутне таксі;5:30;21:00;10
69;Маршрутне таксі;5:30;21:00;10
75;Маршрутне таксі;5:30;21:00;15
76;Маршрутне таксі;5:30;21:00;30
80;Маршрутне таксі;5:30;21:00;5
81;Маршрутне таксі;5:30;21:00;10
82;Маршрутне таксі;5:30;21:00;10
84;Маршрутне таксі;5:30;21:00;10
88;Маршрутне таксі;5:30;21:00;10
89;Маршрутне таксі;5:30;21:00;10
93;Маршрутне таксі;5:30;21:00;10
